id,uuid,name,category,equipment,muscles_primary,muscles_secondary,license,description_html
1483,da6ab4d8-edd2-428d-b194-fb15948d3fd5,Bizeps Curls Trifecta,Arms,Dumbbell,Biceps,,CC-BY-SA 4,"This exercise is a mixture of three different curls: the Supinated Cross Body Curl, the Pronated Cross Body Curl and the No Money Curl. You
alternate between three curl variations that each accomplish different goals,
and you’ll keep the set going beyond the usual 8-12 rep range&nbsp;which gives
us that intensity.<p></p><ol style="""">
 <li>For the Supinated Cross Body
     Curl, supinate the forearm with palms facing toward the ceiling and
     forearms coming across the body. Lift the inner-facing weight of the dumbbell towards your shoulder.&nbsp;</li>
 <li>For the Pronated Cross Body
     Curl, pronate the forearm with palms facing toward the floor (pronated
     grip or overhand grip) and forearms coming across the body.&nbsp;Lift the inner-facing weight of the dumbbell towards your shoulder.&nbsp;</li>
 <li>For the No Money Curl, you’ll
     curl the dumbbell as you outwardly rotate the shoulder.&nbsp;Lift the inner-facing weight of the dumbbell towards your outer side of the shoulder.&nbsp;</li>
</ol>"
1484,ac00021c-12f9-4827-8003-ea07de980b76,Omni Cable Cross-over,Chest,SZ-Bar,Chest,,CC-BY-SA 4,"Adjust the weights based on the
     motion. When pulling from top to bottom, increase the weight by 20% to 40%
     more than the bottom-to-top motion. This accounts for the fact that when
     operating from top down, the upper chest muscles are naturally weaker than
     the lower chest muscles. So, adjust your weight stack to
     compensate.
<ol style="""">
 <li>Position one cable at a high
     setting and the other at the lowest level setting. Get into a staggered
     stance in between the cable towers.</li>
 <li>For the cable set low, pull it
     upward and across your body. This effectively targets the upper chest.</li>
 <li>For the cable set high, draw it
     downward and across your body. This will primarily engage the lower chest.</li></ol>Once you’re done, swap the
     positions of the cables. Change the previously high cable to the lowest
     position and vice versa. Repeat the exercise sequence, ensuring you’re
     targeting both chest regions effectively.<ol style="""">
</ol>"
1485,0dfe655e-ee2e-4c49-a279-c672d5591613,Rocking Triceps Pushdown,Arms,SZ-Bar,Triceps,,CC-BY-SA 4,"Set your feet below the rope and lean your upper body towards the rope. Set one foot back. Push down the rope and lean your entire body back onto the rear foot as you push down to get your hands behind your body. Don't forget to bring your chest to the front during the pushdown. As you release the rope slowly, lean your body back onto the front foot."
1486,45251627-5f89-4858-bf0c-8884a21cbb1f,Alternating High Cable Row,Back,,Lats,,CC-BY-SA 4,"<ol style="""">
 <li>Start
     by putting the attachment in a high position on the cable station and step back about 1m from the attachment. Grab
     the cable pulley handle in your left hand at about head height with your elbow&nbsp;slightly bent. Step back with your left foot.</li>
 <li>Pull
     your elbow joint in toward the torso twisting slightly and perform a
     single-arm row. Engage the lats as you twist.</li>
 <li>Return
     to the starting position with cable pulley and left foot and grab the cable pulley handle in the right
     hand. Repeat this motion on the opposite side with your right foot stepped back.</li>
</ol>"
1487,ebe7d74b-78a8-4757-9310-6fb22b23aa58,Hyper Y W Combo,Back,,Lats,,CC-BY-SA 4,"<ol style="""">
 <li>Use a glute-ham raise or a
     stability ball for this exercise and a light weight plate in each hand.</li>
 <li>Raise your torso to form a straight line with your legs and raise the
     arms outward slightly beyond a 90-degree angle into a W position to hit
     the rotator cuff muscles, and then lower back to the starting position.</li>
 <li>Then raise up again with arms
     in a Y position to activate the lower traps.</li>
</ol>"
1488,c395ad8d-164c-4031-9136-b4116d354451,Dumbbell Pullover,Back,Dumbbell,Lats,,CC-BY-SA 4,"<ol style="""">
 <li>Starting
     position is lying across a flat bench perpendicularly with your feet flat
     on the ground, holding a dumbbell overhead with both hands.</li>
 <li>With
     a slight bend in the elbow, begin lowering the dumbbell over and behind
     the head with the arm muscles in extended position.</li>
 <li>Then
     reverse the movement bringing the dumbbell back up and over the head.</li>
 <li>Keep
     your abdominal muscles tight and spine stable throughout allow repetitions
     and don’t allow your back to arch up away from the flat bench.</li>
</ol>"
1489,4f5de647-eb73-4394-84a7-469d02a96de8,Plank Jacks,Abs,,Glutes; Obliquus externus abdominis; Abs,Calves; Quads,CC-BY-SA 4,Jumping jacks from the plank position.&nbsp;
1490,9c979645-78d1-44be-92a0-7940430a6a98,Lying Triceps Kickback,Arms,Dumbbell; Incline bench,Triceps,,CC-BY-SA 4,"Set the bench to an 60deg angle. Stand still and rest your upper body on the inclined bench, ensuring a nearly straight line of your entire body. Squeeze your shoulder blades together, so that your elbows are located behind your torso with your upper arms nearly parallel to the floor. Lift the dumbbells until your arms form a straight line. Slowly lower the dumbbells back to the initial position. Initial position corresponds to an rectangular position of upper and lower arms."
1491,dd0d5504-6204-4775-86f2-84b7c69fff5f,Remada unilateral no cabo,Back,Pull-up bar,Lats,,CC-BY-SA 4,"pegada neutra&nbsp;A remada unilateral, também conhecida como remada serrote, é um exercício que&nbsp;fortalece as costas e os bíceps, além de melhorar a postura.&nbsp;"
1492,f80468f2-7c5d-45c5-9470-46a88c1a75c2,High Row,Back,,Lats,,CC-BY-SA 4,Kneeling down on one leg and pulling cable down while driving elbow into the lats.
1493,06968051-a818-489c-9fbb-ddb94a001245,Bayesian Curl,Arms,,Biceps,,CC-BY-SA 4,Cable curl with stretched shoulder (backwards)
1494,959785cb-0146-499e-820e-716f83698b94,Sitting Calf Raises,Legs,,Calves,,CC-BY-SA 4,Calf raises while sitting using extra weight on the platform.
1496,4b23738a-67a8-41af-996d-abc53a7c3f97,DB Upper Chest Variation,Chest,Dumbbell,Chest,Shoulders,CC-BY-SA 4,"Dumbbell in hand in a curl fashion, lean body into the arm to help the dumbbell up above the chest, next to the head, to activate chest and delt combo"
1497,7b40813b-80a3-42cc-8938-0c5199ef7620,DB Underhand bench press,Chest,Bench; Dumbbell,Chest,Shoulders,CC-BY-SA 4,"Underhand grip DB, perform a normal bench press movement, keeping the elbows close to the chest"
1498,732a9a7f-fb45-41ea-94a3-6a7246a699f6,Elbows Tucked DB Bench Press,Arms,Bench; Dumbbell,Triceps,Chest,CC-BY-SA 4,"Elbows Tucked DB Bench Press, chest press movement focusing on the triceps. DB stays parallel with body"
1499,0cbe304f-0b5f-4153-aed1-024e654dee90,DB Skull Crushers,Arms,Dumbbell,Triceps,,CC-BY-SA 4,"Alike tricpes extensions, DBs fall down near the head and pushed back up. Unlike for the triceps extension tring to extend the arms as far back"
1500,5efffab3-53dd-4c2a-9558-31e3b5cebbcc,DB UCV,Chest,Dumbbell,Chest,Shoulders,CC-BY-SA 4,"Dumbbell upper chest variance. Curl like movement up above at head level, activating chest and front delts"
1501,81015468-545f-4170-9b46-701afe77848e,Alternative DB Gorilla rows,Back,Dumbbell,Lats,,CC-BY-SA 4,Slightly bent down and knees to mimic a gorilla position and pull/row up the DBs to the chest. DB stay straight (thumbs pointing up)
1502,038f7cb1-6aa3-4c48-a19d-a31993f7b0d8,DB Cross Body Hammer Curls,Arms,Dumbbell,Biceps,,CC-BY-SA 4,"Dumbbell cross body biceps curls, works on the braccialis"
1503,b407768d-d519-47b8-818a-44c9761a8be6,Dumbbell Frog Press,Legs,Dumbbell,Glutes,,CC-BY-SA 4,"Similar to hip thrust, but with feet put up together, lifting the butt off the ground in a frog like position."
1504,82f19d1c-f12b-49f0-bfdd-24239f93eabc,Dumbbel Bradford press,Shoulders,Dumbbell,Shoulders,,CC-BY-SA 4,"From a front hold of the DBs in a OHP, press above the head, bring back towards the rear of the shoulders, down, and press back forward."
1508,ecba2395-f364-4e5f-a34c-04f178c8b822,High-Incline Smith Machine Press,Chest,,Shoulders; Chest; Triceps,,CC-BY-SA 4,Set the bench to a 45-60° incline. Touch the upper chest with the bar.
1509,1ea73578-08a5-4f3e-9255-3c58b29b170d,Cable Tricep Kickback,Arms,,Triceps,,CC-BY-SA 4,"Grab onto the handle, and pull your elbow up and back slightly above 
your torso. Keep your upper arm to be parallel to the ground for the 
duration of the set"
1510,3cad7b92-a16b-45dc-a53e-d6a01a158f8e,Neutral Grip Lat Pulldown,Back,,Lats,,CC-BY-SA 4,<p>Lat pull downs with a neutral grip on the bar.</p>
1511,329d2adc-4b2c-4bb2-95d7-f5f6fedb9b96,Kong Curl,Arms,Dumbbell,Biceps,,CC-BY-SA 4,"This exercise is somewhat similar to a cable curl and a cable crossover. But instead of a chest/biceps exercise, this exercise targets the brachialis muscle, responsible for that broad arm when viewed from a front view.
During the exercise, maintain a pronated forearm position with starting position of approx. 45 degree pronated. Start with slightly bend elbows and alternately curl until your hands (your thumb first) meet your upper middle chest (similar to how Kong hits his chest, thus the name of this exercise)."
1512,15ee508d-fbd7-4acf-ab44-e35525582693,Drop Curl,Arms,Dumbbell,Biceps,,CC-BY-SA 4,"Drop curls in a modified position at a slow pace effectively engage the brachialis for arm width.

Starting position is with both arms in a slight angle towards each other at chest height with a dumbbell in each hand. Lower one dumbbell close to full extended arm position slowly and in a controlled manner during the first half of the curl, then curl it back up to starting position, while the other dumbbell stays at its starting position. Now lower the other dumbbell down. This keeps tension on the brachialis. As we pass the 90deg mark on our way down, the biceps will take over the work."
1513,f2e17c8d-7285-4fd5-bfe8-26f407802850,Overhead Cable Tricep Extension,Arms,,Triceps,,CC-BY-SA 4,Use rope handle with your back against the cable machine. Straighten your arms until they are filly extended and reverse the motion resisting on the negative.
1514,c5015ed9-042b-42d3-9dac-13759ea9571e,Lateral Walk,Back,,Glutes,,CC-BY-SA 4,"Lateral walks, also known as side steps or squat walks, are a type of exercise where you move sideways in a squatting position. They can be performed with or without resistance bands. These exercises strengthen the hip abductors, glutes, and other stabilizing muscles."
1515,0cc9c8ed-57f1-42c3-a4c4-6e57e6a1b878,Leg Press Toe Press,Legs,,Calves,,CC-BY-SA 4,Move the leg press&nbsp;using your calves by placing your feet at the bottom of the platform.
1516,35008ce6-74ca-40db-b965-44a1eccfa061,Handstand,Shoulders,,Shoulders,,CC-BY-SA 4,Handstand free standing by pressing arms into the ground and contracting core and glutes
1519,c5797bdf-1aa1-4d51-9775-c929ec5a2aaf,Overhead Triceps Extension,Arms,SZ-Bar,Trapezius,,CC-BY-SA 4,"<p><strong>Overhead Triceps Extension with EZ Bar – Quick Guide</strong></p><p>The <strong>overhead position</strong> <em>emphasizes the long head</em> of the triceps (because it's stretched under load), the exercise <strong>does engage all three triceps heads</strong> (long, lateral, and medial) to some degree during extension.</p><ol><li><p><strong>Setup</strong>:
 Sit on a bench (or stand) and hold an EZ bar with a narrow, overhand 
grip. Lift the bar overhead, arms fully extended. Keep your core tight 
and elbows close to your head.</p></li><li><p><strong>Execution</strong>:
 Slowly lower the bar behind your head by bending your elbows until they
 reach ~90°. Keep elbows pointed forward (not flaring out).</p></li><li><p><strong>Finish</strong>: Extend your arms back up to the starting position, squeezing your triceps at the top.</p></li></ol><p><strong>Tips</strong>:</p><ul><li><p>Control the movement to avoid straining your shoulders.</p></li><li><p>Use a moderate weight for full range of motion.</p></li><li><p>Keep your back straight and avoid arching.</p></li></ul>"
1521,daaf1459-e748-4c95-8990-ed3101b2e20d,Pendular hack,Legs,,,,CC-BY-SA 4,"Pendular hack, realizado en máquina pendular"
1522,81c90cfb-61a0-424e-933f-d802ba8171bd,Press Militar mancuerna,Shoulders,Dumbbell,Shoulders,,CC-BY-SA 4,sentarse en el banco y realizar el press con 2 mancuernas
1523,32cc7175-3fda-4c7e-900f-8766c22e3b2b,Sled Push,Cardio,,Calves; Glutes; Quads,Shoulders; Hamstrings; Triceps,CC-BY-SA 4,"<ol style=""""><li style="""">Load the sled with 25% of your maximum load. If you don’t know this, choose a weight you can push for 10 minutes with short breaks. Beginners may choose to push the sled with no weight.</li><li style="""">Stand behind the sled and grab the poles with a high-grip hand position.</li><li style="""">Engage your core muscles and start pushing the sled forward as fast as you can, powering through your entire leg. Extend your hips and knees as you move the sled forward. Your foot stance should resemble your natural running position.</li></ol>"
